consumer_no,consumer_name,service_address,pin_code,connection_type,sanctioned_load_kw,connected_load_kw,tariff_category,pan,gstin,connection_date,connection_status,meter_no,mobile
ESCOM/560058/000134,New Metals Limited,"509/4, Service Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,231.1,145.7,LT-2,IARFD8610Q,,2000-08-13,ACTIVE,M98733582,9791851361
ESCOM/560100/000135,Janatha Ceramics Enterp,"Cross Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,167.7,126.4,LT-2,,,2017-10-23,ACTIVE,M78305741,
ESCOM/560100/000136,Mahalaxmi Steel Traders,"3rd Main, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,19.3,12.8,LT-3,CSBCF1945O,,2019-12-24,DISCONNECTED,M44062740,
ESCOM/560100/000137,Indian Metals Manufacturers,"1st Cross, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,290.4,229.3,LT-4,,,1992-11-25,ACTIVE,M45754789,
ESCOM/560058/000139,Mphasis Plastics P Ltd,"Main Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,282.3,208.0,LT-6,OVUAT6856O,29OVUAT6856O6Z3,2021-05-16,DISCONNECTED,M47607915,9587972689
ESCOM/560058/000140,JSW Packaging Corporation,"383/2, Service Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,372.5,303.3,LT-4,,,2008-04-05,DISCONNECTED,M75664500,9250806165
ESCOM/560100/000141,Mphasis Pumps Group,"111/7, 2nd Cross, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,66.0,58.4,LT-4,,,2002-01-26,ACTIVE,M58474575,9821706730
ESCOM/560100/000142,National Pipes Ind,"Ring Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,229.2,181.3,LT-5,REVCD3685M,29REVCD3685M4ZH,2017-10-28,ACTIVE,M70908253,9468141835
ESCOM/560058/000144,Raghavendra Chemicals Private Limited,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,371.0,346.2,LT-3,,,1993-03-20,ACTIVE,M30801219,
ESCOM/560100/000145,Southern Steel Traders,"990/9, 2nd Cross, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,415.8,265.4,LT-1,,,2016-02-08,ACTIVE,M20081950,9766323040
ESCOM/560058/000146,Foundry KS Pvt. Ltd.,"753/9, Industrial Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,135.8,111.2,LT-3,,,1994-12-19,ACTIVE,M35143451,9399694490
ESCOM/560058/000147,Balaji Plastics Factory,"503/9, 1st Cross, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,311.0,293.0,LT-2,NYNHZ5450H,29NYNHZ5450H6ZL,1993-12-04,ACTIVE,M38663233,9334553833
ESCOM/560058/000148,Beverages Mphasis International,"391/2, 2nd Cross, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,486.0,295.0,LT-5,SANAY3840U,,2005-11-12,ACTIVE,M11651728,9203032434
ESCOM/560058/000149,Engineering Peoples Ltd,"Cross Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,31.9,24.2,LT-5,,,2017-05-22,DISCONNECTED,M27356060,9193974854
ESCOM/560100/000150,Infosys Foundry Co,"2nd Cross, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,200.6,131.4,LT-4,ASBAX5709D,29ASBAX5709D5Z5,2015-02-17,DISCONNECTED,M67880528,9569951184
ESCOM/560058/000152,Mphasis Leather Works,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,479.5,447.2,LT-1,MIDAU2201P,29MIDAU2201P5Z9,1994-10-22,ACTIVE,M46053498,9491371841
ESCOM/560100/000153,Packaging Peoples Private Limited,"Ring Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,317.7,195.7,LT-4,OEPFI8152U,,2011-05-26,SURRENDERED,M94172088,9120004122
ESCOM/560100/000154,Titan Steel Ltd,"514/9, Ring Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,123.2,108.3,LT-5,,,2008-02-16,ACTIVE,M60727761,9111372730
ESCOM/560058/000155,Venkateshwara Electronics Factory,"962/6, Ring Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,187.9,145.0,LT-6,,,1999-09-27,ACTIVE,M12529627,
ESCOM/560100/000156,Sri Leather Enterprises,"Service Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,246.0,229.2,LT-6,POJHM3685M,29POJHM3685M4ZX,1996-03-28,DISCONNECTED,M10388912,
ESCOM/560100/000159,Sunrise Engineering Private Limited,"899/9, Main Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,395.8,293.1,LT-6,CRXPR8876Q,29CRXPR8876Q1ZX,2020-06-05,ACTIVE,M80235501,9961463274
ESCOM/560058/000160,Balaji Chemicals Manufacturers,"291/9, Cross Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,134.3,119.2,LT-4,ATACQ1066K,29ATACQ1066K2Z9,2004-02-18,ACTIVE,M19550184,9728536453
ESCOM/560100/000161,Wipro Printing Group,"2nd Cross, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,401.4,375.7,LT-1,PUKHE8674W,29PUKHE8674W2ZD,2020-08-28,ACTIVE,M84720583,
ESCOM/560058/000162,Peoples Electricals Mfg,"Cross Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,146.6,94.2,LT-4,AJZAT6290Y,29AJZAT6290Y8ZS,2017-08-05,DISCONNECTED,M66190524,
ESCOM/560058/000163,Leather Bengaluru Inds,"799/7, 1st Cross, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,465.2,341.2,LT-1,KFAFW0028S,29KFAFW0028S5ZE,2000-03-18,SURRENDERED,M57579444,
ESCOM/560100/000164,Janatha Furniture Limited,"Ring Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,270.1,223.4,LT-2,TYLCO8842M,29TYLCO8842M4ZE,2006-01-19,ACTIVE,M70615863,
ESCOM/560100/000165,Electronics Modern Mfrs,"916/5, Factory Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,308.8,283.2,LT-3,MFTCI2226E,29MFTCI2226E2Z5,2010-12-10,ACTIVE,M70533638,9812346179
ESCOM/560100/000168,Indian Valves Co,"257/9, 1st Cross, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,178.8,115.4,LT-1,KRBPI4643L,29KRBPI4643L9ZG,2010-07-02,ACTIVE,M81696032,
ESCOM/560058/000169,Plastics Titan Co,"911/2, Ring Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,328.2,202.1,LT-3,MYWHU8365C,,2022-03-17,ACTIVE,M63827567,9436598800
ESCOM/560100/000170,Foundry National Traders,"129/4, Main Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,466.1,293.0,LT-6,FKCPP5037C,,2000-03-03,ACTIVE,M82351576,
ESCOM/560058/000171,Pumps National Private Limited,"882/6, 2nd Cross, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,454.9,314.0,LT-4,ZOHFO1955O,29ZOHFO1955O7ZX,1991-05-04,ACTIVE,M87664862,9673146349
ESCOM/560100/000172,Pharmaceuticals Balaji Indus,"353/5, Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,85.8,78.8,LT-4,RMTPJ0422A,29RMTPJ0422A4ZQ,1990-04-25,ACTIVE,M32400968,9523861817
ESCOM/560058/000173,Royal Motors International,"829/5, Service Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,144.6,115.4,LT-2,EHQPT4743E,,2007-02-26,SURRENDERED,M73558937,9299648970
ESCOM/560100/000174,JSW Metals Limited,"714/1, Ring Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,487.6,367.1,LT-6,BUBCP1823A,,2021-01-27,ACTIVE,M86552534,9513173592
ESCOM/560058/000175,Raghavendra Foods Mfr,"959/6, 1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,294.4,259.9,LT-4,TODPP6188G,29TODPP6188G4ZR,2014-03-23,ACTIVE,M39494808,9279701810
ESCOM/560100/000176,Balaji Packaging Group,"Industrial Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,176.9,117.0,LT-4,YZQHB3151P,,1995-08-22,ACTIVE,M27504336,9792183346
ESCOM/560058/000177,Indian Garments Mfr,"1st Cross, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,255.4,231.1,LT-1,OIMCT9501J,29OIMCT9501J9ZN,2018-07-03,ACTIVE,M75662529,
ESCOM/560100/000178,Raghavendra Printing Corporation,"700/8, Service Road, Electronic City Phase 1, Bengaluru, 560100",560100,COMMERCIAL,287.7,224.2,LT-5,PIQCD0609F,29PIQCD0609F4Z6,2014-02-19,ACTIVE,M51217745,9206035856
ESCOM/560100/000179,Sunrise Paints Pvt Ltd,"951/2, Ring Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,53.1,47.1,LT-6,JTXPL7065X,,1990-01-22,ACTIVE,M64029443,
ESCOM/560058/000180,Srinivasa Electronics Works,"Cross Road, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,218.1,173.3,LT-1,WEEFM5655L,29WEEFM5655L9ZK,2016-08-28,DISCONNECTED,M90968631,
ESCOM/560100/000181,Foundry Mphasis Traders,"292/1, Main Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,73.5,52.3,LT-2,AZFHK0862R,29AZFHK0862R3Z6,1990-10-24,SURRENDERED,M68393515,9481882460
ESCOM/560100/000183,New Beverages Private Limited,"3rd Main, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,69.5,65.0,LT-1,NFHAM1347R,29NFHAM1347R2ZP,1993-09-01,ACTIVE,M31519934,9930888412
ESCOM/560058/000184,Sunrise Pipes Works,"273/7, Cross Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,103.8,75.7,LT-4,CRLAL1367F,29CRLAL1367F8Z9,2005-02-10,DISCONNECTED,M46375789,9978505410
ESCOM/560058/000185,Sunrise Electricals Corporation,"2nd Cross, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,26.5,16.3,LT-5,AFNFG5756E,29AFNFG5756E1ZO,2008-11-27,ACTIVE,M53984136,9812458132
ESCOM/560058/000186,Srinivasa Textiles Pvt. Ltd.,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,463.5,393.5,LT-3,HWKPM5794T,29HWKPM5794T3ZC,2014-02-24,ACTIVE,M44802989,9591759000
ESCOM/560058/000187,Titan Ceramics Enterprises,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,437.0,379.2,LT-1,QWXPA9923M,29QWXPA9923M2ZO,2012-11-17,ACTIVE,M76651211,
ESCOM/560100/000188,JSW Foundry Works,"595/9, Industrial Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,63.6,43.4,LT-1,WISCQ9497U,29WISCQ9497U3ZK,1998-01-09,ACTIVE,M32825049,9672263097
ESCOM/560100/000189,Foundry KS & Co,"Factory Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,190.1,121.2,LT-6,QPPAT2636P,,2007-10-03,DISCONNECTED,M86802260,9864524716
ESCOM/560058/000190,Royal Textiles International,"761/4, Factory Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,298.9,196.8,LT-6,EYLPT4342M,29EYLPT4342M7ZK,2007-06-04,ACTIVE,M69250143,
ESCOM/560058/000192,Wipro Plastics Manufacturers,"605/4, Ring Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,192.4,115.8,LT-2,GRXPZ1707U,29GRXPZ1707U9ZO,1991-02-13,ACTIVE,M58807955,
ESCOM/560058/000193,United Electricals Private Limited,"317/8, 1st Cross, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,331.4,207.7,LT-6,DDFCT7044Z,,1993-09-16,SURRENDERED,M78014069,9332866519
ESCOM/560100/000194,Srinivasa Printing Corporation,"Industrial Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,351.4,333.0,LT-5,DAPPT2904F,,2003-12-10,ACTIVE,M69818730,9809662392
ESCOM/560100/000195,Cables Lakshmi Limited,"840/2, 3rd Main, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,244.4,164.3,LT-2,BMDAI3422B,,2010-02-14,ACTIVE,M82195043,
ESCOM/560100/000196,National Paper Factory,"533/8, Ring Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,404.0,282.9,LT-5,WGHCG0061G,29WGHCG0061G7ZQ,2012-06-04,SURRENDERED,M87542752,9475433873
ESCOM/560100/000197,Mahalaxmi Ceramics Enterprises,"Main Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,153.2,127.3,LT-1,XMMHB6468R,29XMMHB6468R8ZQ,2011-05-15,DISCONNECTED,M14694442,9996687959
ESCOM/560100/000199,Shree Motors Manufacturers,"349/8, Factory Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,7.0,5.9,LT-1,IIUAD8961X,,2022-08-16,SURRENDERED,M65371659,9660863541
ESCOM/560058/000200,National Cables Co,"655/4, 1st Cross, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,139.2,105.2,LT-4,HNUCV1120T,29HNUCV1120T2ZD,2009-03-17,ACTIVE,M98631613,
ESCOM/560100/000201,Garments Mphasis P Limited,"Main Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,300.1,186.7,LT-6,,,1991-06-24,ACTIVE,M89746530,9292181526
ESCOM/560100/000202,Peoples Foods & Co,"96/8, Industrial Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,384.4,352.8,LT-6,,,1995-01-07,ACTIVE,M74670790,9791939208
ESCOM/560100/000203,Paints Venkateshwara International,"Ring Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,423.7,258.4,LT-2,,,2011-05-23,ACTIVE,M86928864,
ESCOM/560100/000204,Printing JSW Co,"Service Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,336.5,211.3,LT-6,QOZCM0264N,29QOZCM0264N6ZY,1994-07-05,ACTIVE,M40475882,
ESCOM/560100/000205,Mahalaxmi Pumps Mfrs,"72/2, 3rd Main, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,149.3,96.2,LT-6,UJMAV0215Y,29UJMAV0215Y1Z9,2001-02-09,ACTIVE,M78413768,9586377578
ESCOM/560100/000206,Ceramics Janatha Limited,"2nd Cross, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,218.7,199.4,LT-5,KDHAL9905L,,2017-07-27,ACTIVE,M44749582,9133484360
ESCOM/560100/000207,Karnataka Ceramics Private Limited,"569/7, Factory Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,430.8,293.4,LT-1,VEZHV1061P,29VEZHV1061P3Z5,2020-03-28,ACTIVE,M87416152,9965373223
ESCOM/560100/000208,Wipro Printing Corporation,"2nd Cross, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,75.3,52.4,LT-5,PWGPQ2950B,29PWGPQ2950B6Z7,2018-09-25,ACTIVE,M22321857,9841415799
ESCOM/560100/000209,Lakshmi Furniture International,"646/2, Ring Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,87.9,77.3,LT-2,UIBAK5049S,29UIBAK5049S7ZM,1995-11-20,ACTIVE,M85071911,9416343609
ESCOM/560100/000210,Auto Srinivasa Parts Factory,"673/5, Main Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,370.8,328.8,LT-1,AMDAC8212I,,2000-02-08,ACTIVE,M26077896,
ESCOM/560058/000211,Venkateshwara Motors Works,"991/3, Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,234.7,141.7,LT-3,VTKCM2462X,29VTKCM2462X1ZG,1992-06-07,DISCONNECTED,M13246034,
ESCOM/560100/000212,Bangalore Electricals Works,"1st Cross, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,233.2,179.2,LT-6,ZRBHR6949I,29ZRBHR6949I5Z6,2017-01-22,ACTIVE,M75214815,9727255103
ESCOM/560058/000213,Textiles Modern Co,"Cross Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,113.6,69.3,LT-6,,,1990-09-22,ACTIVE,M86513102,9578826794
ESCOM/560058/000214,Srinivasa Engineering & Co,"Industrial Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,389.7,267.3,LT-2,GMYCU4976V,29GMYCU4976V6ZG,1997-12-09,ACTIVE,M81584816,
ESCOM/560100/000215,Mphasis Fabrics Mfr,"183/8, 3rd Main, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,308.9,264.8,LT-6,,,2002-06-24,SURRENDERED,M46425782,
ESCOM/560100/000216,Shree Auto Parts Pvt Ltd,"273/3, 3rd Main, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,65.0,39.8,LT-3,ONYFP4478C,29ONYFP4478C1ZO,1990-09-15,SURRENDERED,M56942113,9937335963
ESCOM/560058/000217,Modern Valves Enterp,"Ring Road, Peenya 1st Stage, Bengaluru, 560058",560058,COMMERCIAL,361.3,292.5,LT-5,OZRCJ6863C,29OZRCJ6863C8ZC,1995-09-19,ACTIVE,M37882217,9307331729
ESCOM/560100/000218,Sri Plastics Industries,"416/2, Main Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,12.1,8.6,LT-4,LRWAE7207P,29LRWAE7207P8Z2,2011-06-18,SURRENDERED,M79629956,
ESCOM/560058/000219,Lakshmi Pumps Corporation,"Ring Road, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,340.8,229.3,LT-4,,,1996-06-08,DISCONNECTED,M80589992,9462219407
ESCOM/560058/000220,Premier Electronics Enterprises,"145/7, 1st Cross, Peenya Industrial Area, Bengaluru, 560058",560058,COMMERCIAL,93.8,73.9,LT-2,OLYHB1763F,,1994-08-24,ACTIVE,M59090591,9106817809
ESCOM/560100/000221,Karnataka Electricals Co,"422/4, Ring Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,432.1,366.3,LT-6,RPSAT9673A,29RPSAT9673A4Z7,2007-04-05,ACTIVE,M82733805,9764561301
ESCOM/560058/000222,Sri Foods Pvt. Ltd.,"510/3, Ring Road, Peenya 2nd Stage, Bengaluru, 560058",560058,COMMERCIAL,245.1,212.1,LT-5,BJFPI3870X,,1999-05-09,ACTIVE,M48463131,
ESCOM/560058/000223,Bengaluru Cables Pvt. Ltd.,"Cross Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,171.3,102.9,LT-2,XBPFB8194M,29XBPFB8194M8ZC,2010-11-27,ACTIVE,M18039491,
ESCOM/560058/000225,Star Cables Works,"Service Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,353.1,244.8,LT-1,LGOPA6423H,29LGOPA6423H2Z1,1992-02-12,ACTIVE,M34577162,9427315813
ESCOM/560100/000226,Janatha Valves Enterprises,"Main Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,444.5,330.1,LT-6,NHTHW9577C,29NHTHW9577C6Z3,2019-04-07,ACTIVE,M35035666,9824403104
ESCOM/560058/000227,New Fabrics Works,"245/9, 2nd Cross, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,436.2,387.8,LT-5,,,2003-04-16,ACTIVE,M97290194,
ESCOM/560100/000228,Raghavendra Metals Limited,"354/8, 2nd Cross, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,198.4,149.6,LT-6,VMNAR8436W,29VMNAR8436W2ZC,1993-06-10,DISCONNECTED,M54458822,9193747059
ESCOM/560058/000229,Global Electricals Corporation,"Main Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,324.8,209.5,LT-6,YMKAX6208H,29YMKAX6208H9ZL,2003-06-18,ACTIVE,M51010695,9468070623
ESCOM/560100/000230,Paper KS Private Limited,"1st Cross, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,289.4,179.6,LT-5,UBJHO9615F,29UBJHO9615F3ZA,2009-08-18,ACTIVE,M78821853,9144186034
ESCOM/560100/000231,Titan Foundry Works,"125/1, 1st Cross, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,346.1,310.2,LT-1,TYYFE0793W,29TYYFE0793W5Z9,2000-10-27,ACTIVE,M70881018,9574707201
ESCOM/560100/000232,Infosys Rubber Corporation,"2nd Cross, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,115.0,101.9,LT-2,,,2004-12-25,ACTIVE,M32777071,
ESCOM/560100/000233,National Steel Ltd,"Service Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,402.8,336.8,LT-2,KSLHM3239R,,2021-12-11,ACTIVE,M31477706,
ESCOM/560058/000234,Sunrise Fabrics P Limited,"Ring Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,279.2,223.7,LT-6,YPJPA4945W,29YPJPA4945W3ZC,2003-01-21,ACTIVE,M88216721,
ESCOM/560100/000235,Shree Motors Inds,"1st Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,93.8,68.8,LT-2,,,1999-09-08,ACTIVE,M17942448,9408903747
ESCOM/560100/000236,Sunrise Pipes Enterprises,"890/5, 3rd Main, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,212.7,145.2,LT-6,ZVJFX5810K,29ZVJFX5810K3ZM,2020-06-27,ACTIVE,M49972402,
ESCOM/560058/000237,Engineering Royal Factory,"2nd Cross, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,81.5,60.6,LT-5,HSJHR5805L,29HSJHR5805L7ZL,2000-02-02,ACTIVE,M69349588,9209970339
ESCOM/560058/000238,Mphasis Fabrics Pvt Ltd,"Ring Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,157.2,102.5,LT-2,VXPCY9137D,,1998-05-17,ACTIVE,M51951707,9838785008
ESCOM/560058/000239,Shree Cables Manufacturers,"Factory Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,19.5,12.9,LT-1,PMXAB0677T,,2017-04-27,ACTIVE,M94720730,9820051966
ESCOM/560058/000240,Fabrics Premier Pvt Ltd,"733/4, Factory Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,214.9,175.4,LT-6,XNZCD9984W,29XNZCD9984W8Z6,1990-03-08,ACTIVE,M23744638,
ESCOM/560100/000241,Electricals National Manufacturers,"571/1, 1st Cross, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,231.2,206.7,LT-3,,,2013-04-26,ACTIVE,M51810793,9513155580
ESCOM/560100/000242,United Fabrics International,"184/1, 2nd Cross, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,104.1,76.2,LT-6,RKNFV0145D,29RKNFV0145D3Z4,2020-05-15,ACTIVE,M21496117,
ESCOM/560100/000243,Royal Paints Group,"3rd Main, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,340.7,293.0,LT-3,ZNDFO1246E,,2007-05-19,ACTIVE,M11625375,9173259976
ESCOM/560058/000244,Raghavendra Cables Works,"Ring Road, Peenya 1st Stage, Bengaluru, 560058",560058,COMMERCIAL,92.6,58.7,LT-3,NOVFR5904D,29NOVFR5904D6ZO,2021-03-20,ACTIVE,M52812834,9138634432
ESCOM/560100/000245,Global Cables Pvt Ltd,"Service Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,405.7,328.5,LT-4,OEBFI4963J,29OEBFI4963J1Z2,2021-08-15,ACTIVE,M96597979,
ESCOM/560100/000246,Titan Metals Enterprises,"254/4, Factory Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,16.0,11.5,LT-6,CRWAD3034N,29CRWAD3034N7ZH,1993-11-23,ACTIVE,M47833020,9604336426
ESCOM/560058/000247,Global Furniture Group,"1st Cross, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,240.3,178.1,LT-6,VNHPB2586C,29VNHPB2586C2ZL,2011-10-02,ACTIVE,M73916581,9708197748
ESCOM/560100/000248,JSW Foods Traders,"Service Road, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,78.1,56.1,LT-1,QNEPP2974U,29QNEPP2974U7Z3,2015-01-11,ACTIVE,M55969313,9491136945
ESCOM/560100/000249,Srinivasa Foods Corporation,"662/3, 1st Cross, Electronic City Phase 2, Bengaluru, 560100",560100,COMMERCIAL,132.9,80.6,LT-3,GGDAA2845N,29GGDAA2845N1ZC,2016-03-16,ACTIVE,M17728432,9246491273
ESCOM/560100/000250,Sri Valves International,"888/2, 1st Cross, Electronic City Phase 2, Bengaluru, 560100",560100,INDUSTRIAL,466.1,353.9,LT-4,XRXFM9711X,29XRXFM9711X2ZX,1995-02-16,DISCONNECTED,M62329906,9723220947
ESCOM/560100/000251,Peoples Paper & Co,"958/7, Factory Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,184.7,133.7,LT-1,EZLPI8056D,29EZLPI8056D7ZU,2014-05-11,ACTIVE,M99575302,9398214359
ESCOM/560058/000252,Bangalore Printing Traders,"925/2, 2nd Cross, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,317.5,279.6,LT-4,WKXCM9939Y,,2009-08-03,SURRENDERED,M62125300,9272042677
ESCOM/560100/000253,Star Metals International,"3rd Main, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,6.5,5.0,LT-1,NJPHR7400U,,2011-05-08,DISCONNECTED,M84918255,9788374606
ESCOM/560058/000254,Raghavendra Metals Group,"Ring Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,315.2,257.2,LT-3,VUFAN3338S,,2010-01-17,ACTIVE,M98845148,9794825515
ESCOM/560058/000255,Infosys Rubber Traders,"Cross Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,111.7,87.9,LT-2,DSLAO8422Z,29DSLAO8422Z8ZO,2006-06-27,DISCONNECTED,M51482355,9321841455
ESCOM/560058/000256,KS Chemicals Ltd,"597/8, 2nd Cross, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,201.8,159.3,LT-3,,,2018-10-26,ACTIVE,M54015481,
ESCOM/560058/000257,Modern Garments Indus,"931/6, Ring Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,249.0,219.0,LT-5,SVAAQ6333R,,2011-11-26,ACTIVE,M86004298,9282392760
ESCOM/560100/000258,JSW Garments Pvt. Ltd.,"2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,95.7,68.4,LT-4,PTGHK4174E,29PTGHK4174E8Z3,2021-02-26,ACTIVE,M69983458,9158591050
ESCOM/560100/000259,Packaging Mphasis & Co,"Ring Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,418.3,303.2,LT-5,,,2021-09-18,ACTIVE,M59830378,
ESCOM/560058/000260,Shree Furniture Group,"Cross Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,316.0,265.0,LT-6,ARRHM3913A,,2001-08-16,SURRENDERED,M17750834,9615240484
